Source	CreatedDateTimeUtc	Category	Score	Score contextRequired	Score text	ID	SourceUri	User	Content
rtvslo	2014-02-15 08:48:00	Šport	3.0	false	1.0	12113.0	http://www.rtvslo.si/sport/oi-2014/alpsko-smucanje/video-tini-maze-nova-medalja-usla-le-za-desetinko/329931	gunman55	Dajmo sedaj Milka, preseneti!
rtvslo	2012-07-05 07:27:00	Šport	2.0	false	0.0	10009.0	http://www.rtvslo.si/sport/kosarka/goran-dragic-naslednik-steva-nasha-v-phoenixu/286747	xskip	Goran Dragic parlays strong season in Houston to $32 million/4 yrs, per source. ESPN first. Big blow to Rockets; Lin offer next for HOU.
24ur	2014-02-26 12:38:00	Šport	3.0	false	1.0	12013.0	http://www.24ur.com/tina-maze-nominirana-za-najvisje-sportno-priznanje-na-svetu.html?ar=	Von_Clausewitz	Še enkrat čestitke Tina. Legenda !
rtvslo	2014-02-13 09:16:00	Šport	3.0	false	0.0	12085.0	http://www.rtvslo.si/sport/oi-2014/alpsko-smucanje/maze-moj-sportni-cikel-se-koncuje-z-olimpijado/329767	semrola	slika je s Twitterja, ne s Facebooka
rtvslo	2015-06-10 13:22:00	Gospodarstvo	3.0	false	0.0	9300.0	http://www.rtvslo.si/gospodarstvo/ali-bo-telekom-prodan-za-2-5-krat-manj-kot-je-sprva-pricakovala-vlada/367190	Obsidijan	S Telekomom nimamo izgube. Tako da ne bo škode, tudi če ga ne prodamo, če samo cuzamo dividende iz njega, dokler ne propade, ne bomo na minusu. In če nič drugega, bodo na koncu vsaj nepremičnine še vedno nekaj vredne.  Prodati nam ga ni treba, zato ga ne prodajmo za drobiž.   Če se pa najde kdo, ki bi ponudil veliko denarja, ki ga lahko kako bolj pametno uporabimo, pa bi verjetno bilo smiselno razmišljat o prodaji.
rtvslo	2015-06-23 14:02:00	Gospodarstvo	3.0	false	-1.0	10681.0	http://www.rtvslo.si/gospodarstvo/stevilo-prodanih-rabljenih-nepremicnin-ze-na-predkrizni-ravni/368180	el CARTEL	"seveda država pa nič ne pomaga svojim sodržavljanom da dobijo stanovanaj po normalni ceni, ampak gelda ta prenapihnjeni balon...  še več, ustanovili so celo slabo banko, ki je kupovala stanovanja z davkoplačevalskim denarjem (torej jih je preplačevala) in sedaj jih ""počasi"" spušča na trg, da jim slučajno cena ne bi padla.  ne biti naivni. slaba banka ima mx 2. leti da prikaže konkretne rezultate. ne kupovati njihovih stanovanj. naj jih prodajajo koruptivnežem po tej ceni. vsak državljan te države lahko zdrži par let še brez stanovanja, da se jim cena močno zniža (mogoče ne vsem, ampak definitivno se bo tem v lasti slabe banke - saj jih bodo morali dati na trg eventuelno)"
rtvslo	2015-08-17 13:35:00	Gospodarstvo	3.0	false	1.0	11792.0	http://www.rtvslo.si/gospodarstvo/naftni-derivati-bodo-znova-rahlo-cenejsi/371941	nostradam13	Upam, da bo kdaj cena manjša od evra
reporter	2015-01-13 08:24:34	Gospodarstvo	3.0	false	0.0	9633.0	http://www.reporter.si/komentar/tanja-por%C4%8Dnik-zaslepljenost-z-minimalno-pla%C4%8Do/49175	kralj	Zato je tudi 2,5 povečan BDP z izvozom je posledica le tistega v večini nedržavnega dela gospodarstva, ki se je pravilno organiziral, če hočete po nemškem modelu ali Ameriškem. Če se naredi statistika teh firm glede delavcev z minimalno plačo boste ugotovili, da imajo tam najnižje plačani delavci večjo plačo od minimalca.
rtvslo	2015-08-03 15:46:00	Gospodarstvo	3.0	false	0.0	11840.0	http://www.rtvslo.si/gospodarstvo/goriva-cenejsa-trosarine-visje/370974	K_ris	@miha01  Kako daleč od meje pa živiš, da se ti splača na drugo stran, da prišparaš 4 cente po litru oz. 2 evra za cel rezervoar? Ker veliki večini se to tudi slučajno ne splača ...
rtvslo	2014-03-12 11:04:00	Šport	3.0	false	-1.0	8960.0	http://www.rtvslo.si/sport/zimski-sporti/slovensko-alpsko-smucanje-na-najnizji-mozni-stopnji-in-prihodnost-ni-nic-svetlejsa/331881	atal	Smučarska zveza vzporedno z državo, je uničila tudi še tisti zadnji potencial, ki je prispeval k množičnosti osnovne smučarske baze. S svojo politiko so do tal pobili entuziazem staršev, ki je bil eden od ključnih dejavnikov  zlatih let slovenske smučarije, predvsem na klubskih nivojih.
rtvslo	2015-08-17 15:11:00	Gospodarstvo	3.0	false	0.0	11775.0	http://www.rtvslo.si/gospodarstvo/naftni-derivati-bodo-znova-rahlo-cenejsi/371941	AM	"Sosednje države, vir: AMZS  država	bencin 95	                                 bencin 98/100	                     Dizel  Avstrija	1,293 EUR (1,293 EUR)	1,434 EUR (1,434 EUR)	1,139 EUR (1,139 EUR)  Hrvaška	10,070 HRK (1,335 EUR)	10,680 HRK (1,416 EUR)	8,940 HRK (1,185 EUR)  Italija		1,691 EUR (1,691 EUR)	1,678 EUR (1,678 EUR)	1,500 EUR (1,500 EUR)  Madžarska     380,600 HUF (1,225 EUR)	     ----------	            359,500 HUF (1,157 EUR)"
rtvslo	2014-10-27 20:33:00	Gospodarstvo	3.0	false	0.0	11826.0	http://www.rtvslo.si/gospodarstvo/cenejsa-bencin-in-dizel/349715	kralj matjaž	Binder Dandet Dejanska primerjava je. Ti proizvajaš jabolka po 0,5 €/kg. Država na jabolka da 1,5 €/kg davka in določi ceno 2€/kg.  Če ti proizvedeš jabolko za 0,3 €/kg, država dvigne davke na 1,6€/kg in določi ceno 1,9€/kg.
24ur	2013-08-14 11:50:00	Drugo	3.0	false	-1.0	12997.0	http://www.24ur.com/evroobmocje-je-izslo-iz-recesije.html?ar=	Netajkun	"pri nas bo letos slabše kot lani , naslednje leto pa katastrofa . Nekaterih tudi to ne bo \"" streznilo \"" , zagovarjali bodo \"" našo pot \"" iz krize ( ne vidijo pa , da gredo v nasprotno smer )"
finance	2015-09-13 19:01:00	Drugo	3.0	false	1.0	11078.0	http://www.finance.si/8835643/Begunska-kriza-%C4%8Cez-Slovenijo-v-Avstrijo-in-naprej	menim	"""... obupanih ljudi ne bo ustavilo, da se ne bi še naprej prebijali v smeri zahodne in severne Evrope, a namesto preko Madžarske bi lahko v prihodnje v Avstrijo prihajali preko Slovenije, ocenjujejo na Dunaju."" Nekaj o tem od kje prihajajo: ""V osrednjih medijih se malo poudarja, da večina sirijskih beguncev, ki ta čas pritiska na meje Evrope, prihaja iz turških begunskih centrov, kamor se jih je večina pred vojno vihro zatekla že pred časom. In kakšne so razmere v teh taboriščih? Če ste pričakovali kaos in nevzdržne razmere, ste v zmoti. Kot lahko vidite v video posnetku, so Turki begunska taborišča uredili na zavidljivem nivoju, ki omogoča razmeroma kakovostno začasno bivanje z vsem, kar begunci potrebujejo.""  www.domovina.je/vide...em-nivoju/"
24ur	2015-10-18 23:56:00	Šport	3.0	false	1.0	10205.0	http://www.24ur.com/sport/ostalo/slovenija-francija-odbojka-finale-evropsko-prvenstvo-sofija.html?bl=1	Ula_	Bravo!! Če bi kdo napovedal 2. mesto pred pričetkom bi se mu samo smejali! Super presenečenje, super rezultat. Upam, da to spodbudilo mlade, da jih bo čim več pričelo trenirati ta super šport!
rtvslo	2015-07-06 14:02:00	Gospodarstvo	3.0	false	1.0	11789.0	http://www.rtvslo.si/gospodarstvo/gorivo-bo-rahlo-cenejse/369126	Fleaa	živela Slovenija!!
finance	2008-11-04 08:36:00	Gospodarstvo	3.0	false	-1.0	9529.0	http://www.finance.si/228459/Kako-%C4%8Dim-prej-v-pokoj	19580609	ženska prejema penzijo 11 let dlje kot moški,polna starost bo naslednje leto kar 6 let in 8 mesecev nižja od moške,ženskam se nič ne odbija,samo one lahko znižajo če so delale pred 18 letom,moški ne more,ni jim potrebno delat na strupenih delih,livarne ,cementarne,rudniki,gradbišča,kjer je smrtnost ogromno večja itd kje je tu kanček enakosti med spoloma,sramota v kakšnio državi živimo
rtvslo	2015-08-27 07:35:00	Drugo	3.0	false	-1.0	11432.0	http://www.rtvslo.si/svet/begunsko-krizo-je-treba-resiti-v-duhu-solidarnosti-tudi-do-neclanic-eu-ja/372593	Follow Me	@blackened Ljudstvo ne odloča več nič, še tisto malo kar smo imeli smo prodali za par € v Bruselj.
24ur	2015-07-17 22:08:00	Šport	3.0	false	0.0	8105.0	http://www.24ur.com/sport/nogomet/1_snl/foto-maribor.html?bl=0	I_LOVE_FOOTBALL	Dajte napisat kako novico o Olimpiji- pod rubriko 1.snl jih je samo 6 od 12...
rtvslo	2015-04-07 12:05:00	Gospodarstvo	3.0	false	0.0	9709.0	http://www.rtvslo.si/gospodarstvo/marca-obcutno-vec-zaposlitev-brezposelnost-se-je-zmanjsala-po-vsej-sloveniji/362283	K_ris	@Sossa  Na tem LINKU lahko najdeš tabelo s podrobnejšimi podatki o gibanju števila zaposlenih in samozaposlenih. So pa zaenkrat na voljo le podatki do januarja, za februar bodo objavljeni prihodnji teden.
rtvslo	2013-12-30 06:38:00	Šport	3.0	false	1.0	12195.0	https://www.rtvslo.si/sport/preostali-sporti/foto-leta-od-soka-tine-maze-do-brivskega-manevra-z-drsalko/325792	d_a_r_k_o	Jelena načrtuje otroka in vrnitev. Mogoče bi tudi Tini lastno dete povrnilo motivacijo in elan. Potem po Olimpijskih igrah.
24ur	2015-08-30 10:56:00	Drugo	3.0	false	1.0	11364.0	http://www.24ur.com/novice/svet/prvo-neformalno-srecanje-pahorja-in-hrvaske-predsednice-po-izbruhu-arbitrazne-afere.html?bl=0	prašek	Glede srečanja bi rekel : obsojeni smo na življenje z sosedi Hrvati ! Ne moremo se preseliti in ne moremo preseliti njih ! Torej se moramo včasih tudi srečati ! Važno je samo to , da jim ne prepuščamo kakšne inicijative ! Sicer pa predsednik države nima nobenih pooblastil !
24ur	2015-08-31 11:51:00	Drugo	3.0	false	-1.0	11262.0	http://www.24ur.com/novice/svet/prvo-neformalno-srecanje-pahorja-in-hrvaske-predsednice-po-izbruhu-arbitrazne-afere.html?bl=0	Transformerji	Naj Pahor raje prepriča Kitarovičevo, naj dela isto kot on, da bi postala priljubljena predsednica, da bo tudi pri njih več ovc, to je kidanje v hlevu, pomovanje oken...... . Mogoče bosta pa oba prepričala še ostale predsednike, tako da bo vedno več ovc. Potem se bo prihodnost po zahtevi vlade v senci pospešila....
24ur	2014-02-26 13:21:00	Šport	3.0	false	1.0	12000.0	http://www.24ur.com/tina-maze-nominirana-za-najvisje-sportno-priznanje-na-svetu.html?ar=	marhab1	"Že to da je nominirana, je veliko priznanje, s tem da je ona še dvakratna olimpijska prvakinja, kar ostale niso. Ampak kot vedno bodo tu razni lobiji imeli besedo, ne dosežki športnikov. Kje smo pa mi Slovenci na tem seznamu je jasno, "" no many no fany"". Vse je v kuvertah pod mizo, žal tudi pri teh stvareh."
rtvslo	2013-09-09 11:43:00	Šport	2.0	false	0.0	8295.0	http://www.rtvslo.si/sport/kosarka/ep-v-kosarki-2013/foto-poljaki-za-slovo-junakom-primazali-zausnico/317234	T-bag	Zdravo,  za današjo tekmo prodam po nabavni ceni 1 vstopnico za tekmo. (15e). En kolega se je odločil da ne gre.  info na ZS.
finance	2009-07-23 10:57:00	Šport	3.0	false	1.0	8911.0	http://www.finance.si/253400/Kako-so-v-resnici-nastale-elanke-carving	FIN-374776	Dober članek. Hvala za napisane informacije. Nekaj se je že vedelo, vsega pa ne.
finance	2015-10-02 11:27:00	Gospodarstvo	3.0	false	-1.0	10333.0	http://www.finance.si/8836510/Ste-%C5%BEeleli-politike-%C4%8Disto-slabo-banko-Naj-velja-tudi-pri-pla%C4%8Dah	MF-542584	"Temu bi rekli Angleži ""smoke screen"". Ali je to povezano z apetiti sindikatov po višjih plačah, pridobivanju političnih točk ali pa najverjete, zaradi tega, ker nekdo že čaka,da se vsede na to delovno mesto, da bodo lobiji lahko pristavili svoj piskrček."
rtvslo	2014-02-06 12:56:00	Gospodarstvo	3.0	false	-1.0	9732.0	http://www.rtvslo.si/gospodarstvo/stevilo-brezposelnih-se-je-povecalo-za-skoraj-5-odstotkov/329231	thr0l	Mirno lahko delite tole število z 2, da dobimo realno številko. Tako kot so že rekli, marsikdo ni prijavljen na zavod, ker nima smisla. Potem vpisi zaradi statusov pa razni SPji... Gledam malo statistiko. V Brežicah živi 6611 ljudi, brezposelnih je 1780 (prijavljenih na zavod), ampak od teh 6611 ljudi jih je samo dobro polovico v skupini 18-60 let. Pa si zračunajte koliko je zaposlenih. Podobno še v veliko drugih krajih. Kako tam ljudje sploh živijo?
rtvslo	2015-07-14 22:03:00	Šport	3.0	false	-1.0	12347.0	http://www.rtvslo.si/sport/nogomet/razplet-po-vijolicastih-zeljah-zmaga-brez-prejetega-gola/369697	ure	s takšno igro bo to zelo, zelo težko...
rtvslo	2015-08-17 15:11:00	Gospodarstvo	3.0	false	0.0	11824.0	http://www.rtvslo.si/gospodarstvo/naftni-derivati-bodo-znova-rahlo-cenejsi/371941	tetka	Prišel iz Francije, tam je bencin okrog 1.2 , medtem ko v Italiji tudi 1.7 ..je pa vse variabilno, odvisno kje tankaš, tudi v francoskih Alpah je bil po 1.45 ..in tudi v Italiji sem videl po 1.85
finance	2015-06-27 02:40:00	Politika	3.0	false	0.0	10916.0	http://www.finance.si/8824291/Premier-Cipras-je-napovedal-referendum	sstanislav	Referendum o zadolževanju podjetja, ki je v enaki in neprenosljivu lasti vseh državljanov, je edino prava in pravična stvar. Zaradi neprenosljivosti teritorija in neprenosljivosti ustanovitvenega kapitala, ki ga teritorij bilančno pokriva, tako podjetje ne more razglasiti stečaja, kar pomeni, da za obveznosti takega podjetja do upnikov odgovarjajo vsi njegovi lastniki solidarno in neomejeno. Take odločitve gotovo ne morejo sprejemati pooblaščenci, ampak samo lastniki sami, saj za vračilo takega kredita sprejemajo osebna jamstva kot državljani - davkoplačevalci!
rtvslo	2015-07-29 16:47:00	Gospodarstvo	3.0	false	-1.0	10769.0	http://www.rtvslo.si/gospodarstvo/po-izbruhu-krize-leta-2008-letos-najvec-prodaj-nepremicnin/370612	rdečinavijač	Za nakup nepremičnine se odločajo tisti, ki imajo privarčevana sredstva in lahko najamejo posojilo   Ma kakšen kredit. Stanovanje se kupuje z gotovino. Da bodo oderuške banke živele na račun mojih obresti? Ni šans!
rtvslo	2015-05-29 11:08:00	Drugo	3.0	false	1.0	12805.0	https://www.rtvslo.si/gospodarstvo/surs-2-9-odstotna-gospodarska-rast-v-prvih-treh-mesecih/366228	komentatorka ena	Slovenija, postani uspešna. Bogastvo je pa, vedi,  v tvojih državljanih. Daj jim delo in razvoj. Srečno.
rtvslo	2015-06-15 21:57:00	Gospodarstvo	3.0	true	0.0	9381.0	http://www.rtvslo.si/gospodarstvo/sdh-zavrnil-dodatne-pogoje-cinvena-telekom-za-zdaj-ostaja-v-slovenskih-rokah/367539	MateoS	K-ris ja 50 EUR boš lahko dal počakaj še malo. Danes boš lahko dal že 80 EUR. Kupi če je to tako dobro  podjetje.
rtvslo	2014-02-22 18:50:00	Šport	3.0	false	1.0	12262.0	http://www.rtvslo.si/sport/oi-2014/alpsko-smucanje/massi-ne-tini-ne-ekipi-nimam-cesa-ocitati-fenomenalni-s-m-o/330452	lioness	joj uboge smučarke, po hribčku dol smučala 10 min maksimalno, pri tekih pa so na zadnji tekmi švicale več kot uro, kdo bo zdaj utrujen?  bravo marit bjoergn
rtvslo	2014-02-13 09:16:00	Šport	3.0	false	1.0	12172.0	http://www.rtvslo.si/sport/oi-2014/alpsko-smucanje/maze-moj-sportni-cikel-se-koncuje-z-olimpijado/329767	Mikelanđelo	Tina, pusti smučanje in se poroči z mano :)
rtvslo	2015-08-27 14:29:00	Drugo	3.0	false	1.0	11404.0	http://www.rtvslo.si/svet/begunsko-krizo-je-treba-resiti-v-duhu-solidarnosti-tudi-do-neclanic-eu-ja/372593	Enostavno	"a in kaj naj naredita Srbija in Makedonija?  Srbija je že v 90.tih letih sprejela 500.000 beguncev.Če ne še več.Sprejela je Srbe iz Slovenije,Hrvaške,BIH........sprejela je Hrvate in Muslimane...ki so bežali stran od napredujoče zahodne ""demokracije"" v teh državah.Sprejela je na koncu tudi begunce z Kosova.Tako Srbe kot Albance.Sprejela je v bistvu vse,ki niso bili zaželeni v novem klerodesničarskem ""demokratičnem sistemu"" takrat. Zdaj Srbija sprejema zopet begunce-Muslimane.Vsaka čast Srbija. Sprejela si tudi 75 let nazaj naše Slovence-begunce,ki so bežali pred ""novo evropo"".....tako kot bežijo vsi danes pred tem NWO. Srbija si zasluži pomoč. Nekateri pa so jo in jo bodo zopet bombardirali.Samo za info...Beograd je kot glavno mesto največkrat rušeno v zgodovini."
finance	2015-09-12 19:50:00	Drugo	3.0	false	0.0	11082.0	http://www.finance.si/8835643/Begunska-kriza-%C4%8Cez-Slovenijo-v-Avstrijo-in-naprej	kajulci	Še vedno ni nihče pojasnil, na kakšen način boodo uvajali kvote v praksi, glede na to, da hočejo vsi v Nemčijo pa eni še na Švedsko.
rtvslo	2015-02-03 10:38:00	Gospodarstvo	3.0	false	-1.0	9888.0	http://www.rtvslo.si/gospodarstvo/januarja-se-je-brezposelnost-krepko-povecala/357413	Arso	Saj, ali nismo uspešno pod Bratuškovo in Cerarjem? Tudi Križanič je govoril kakšna uspešnost je pred nami.
rtvslo	2015-09-23 19:40:00	Gospodarstvo	3.0	false	1.0	10525.0	http://www.rtvslo.si/gospodarstvo/winterkorn-odstopil-z-vrha-volkswagna/374673	borisev	Jaz imam pa na dizel (kakšen star avto) en tak nostalgičen privdih. Po celodnevni smučariji, se je zakurblu stari Treffic (to so tisti, ki so imeli cele klopi), da se je ogrel, vmes pancarji dol in blažen občutek ko gredo noge v addidaske, sendvič in čaj...vmes pa je seveda treffic laufal.
reporter	2014-08-09 07:24:38	Šport	3.0	false	-1.0	12316.0	http://www.reporter.si/slovenija/bohar-z-golom-za-veliko-to%C4%8Dko-pol-milijona-evrov-za-maribor%C4%8Dane/27711	upokojenka	1.00.000 evrov na uro čistega dolga, pa res ne razumem volivcev, ki kljub vsemu volijo ZKS stranke, ki nam uničujejo državo. Ni volivcem dovolj da nas uničujejo te partijske naslednice finančno, ravno tako nam vsem perejo možgane režimski mediji in nam sodijo revolucionarni sodniki. Tista Kučanova da Slovenija ni njegova opcija drži 1000% in zaplankan narod to načrtno izvaja, ker so do kraja podložni udbo-mafijskemim botrom iz murgel, foruma 21, CK ZKS....
24ur	2013-08-14 12:15:00	Drugo	3.0	false	-1.0	12970.0	http://www.24ur.com/evroobmocje-je-izslo-iz-recesije.html?ar=	Ata_Smrk	Le slovenija, slovenija tone vse globlje in globlje.... hvala ab...
24ur	2015-11-16 19:00:00	Šport	3.0	false	1.0	8694.0	http://www.24ur.com/sport/nogomet/slovenija-bo-v-mariboru-ukrajini-morala-zabiti-dvakrat-toliko-golov-kot-pet-reprezentanc-skupaj.html?bl=1	probeg	Gremo slovenija!
rtvslo	2015-07-01 16:07:00	Šport	3.0	false	1.0	9992.0	http://www.rtvslo.si/sport/kosarka/g-dragic-in-miami-nasla-skupni-jezik-pet-let-in-90-milijonov-dolarjev/368771	Hijena	Za nekatere tukaj: Wade>Dragić Drugače pa čestitam za dobro pogodbo in upam, kot tudi najbrž drugi navijači, da bo na parketu dokazal, da je bil vreden vsakega centa!!!
finance	2015-01-01 14:46:00	Šport	3.0	false	0.0	8913.0	http://www.finance.si/8815239/Koliko-smu%C4%8Darije-za-koliko-denarja	pcs	saj je naravno zapadli sneg v veliki meri razpihal sneg. Veter?  Lp, M
rtvslo	2015-01-26 12:31:00	Politika	3.0	false	0.0	11052.0	http://www.rtvslo.si/svet/cipras-prisegel-kot-najmlajsi-grski-premier-v-zadnjih-150-letih/356753	Dr. Kumrovec	- Siriza: socialisti - Nova demokracija: liberal socialisti - Zlata zora: nacional socialisti - To Potami: socialisti - Komunistična stranka: komunisti - Neodvisna Grčija: konzervativci - Pasok: socialisti  Kmalu kot pri nas ko je 90% ljudi tudi za socializem... Rezulatati ne bodo izostali.
24ur	2011-09-26 09:15:00	Gospodarstvo	3.0	false	-1.0	7898.0	http://www.24ur.com/novice/svet/po-odpisu-ne-bi-nihce-vec-vlagal-denarja-v-evropo_comment_p2_a34.html?ts=1379138070&stream_cat=3	a...z..09	se sami evropejci ne zaupajo vec evropi ne da ji bo kdo drug na koncu nas pa bojo kitajci financiral pa vsi smo si mal norce delali iz njih
reporter	2015-11-08 08:59:12	Gospodarstvo	2.0	false	0.0	9635.0	http://www.reporter.si/slovenija/7-ekonomskih-zmot-o-migrantih-ki-naj-bi-gospodarsko-o%C5%BEivili-postarano-evropo/56631	mzeta	Primeren članek na temo pohlepa in kapitalizma: http://www.mladina.si/170519/dr-mato-gostisa/
reporter	2015-09-03 11:41:26	Drugo	3.0	false	-1.0	11151.0	http://www.reporter.si/svet/orban-prihod-priseljencev-je-invazija/54991	upokojenka	Invazija, islamizacija Evrope, pokrita s humanitarnimi organizacijami, ki trkajo na vest, a ne pomislijo, da spreminjajo Evropo v muslimansko državo s širatskim pravom, kjer bomo vsi staroselci v Evropi v življenski nevarnosti, podobno kot so izvajali genocid nad Slovenci komunisti- revolucionarji, samo posnemajo muslimani komunističen teror.
rtvslo	2014-02-13 08:38:00	Šport	3.0	false	1.0	12289.0	http://www.rtvslo.si/sport/oi-2014/alpsko-smucanje/maze-moj-sportni-cikel-se-koncuje-z-olimpijado/329767	kolnkista	Tina, tudi če zaključiš po tej sezoni ti ne bo nihče zameril. Imaš in imela boš enkratno smučarsko kariero za sabo, tako da se lahko v miru posvetiš drugim (ženstvenim) ciljem :)
rtvslo	2015-04-07 12:41:00	Gospodarstvo	3.0	false	-1.0	9853.0	http://www.rtvslo.si/gospodarstvo/marca-obcutno-vec-zaposlitev-brezposelnost-se-je-zmanjsala-po-vsej-sloveniji/362283	venčeslav	ti dolgotrajno brezposelni k jih je že ene 70 tisoč in raste bodo postali stalnica brezposelnosti, k čemur se bodo samo dodajale občasne brezposelnosti, 70 tisoč je bla pa najmanjša brezposelnost v zgodovini slovenije v času eksplozivnih 04-08, k je no nikol več tako nizka, skratka brezposelnost iz širše perspektive zelo narašča
reporter	2015-11-08 08:59:12	Gospodarstvo	3.0	false	-1.0	9654.0	http://www.reporter.si/slovenija/7-ekonomskih-zmot-o-migrantih-ki-naj-bi-gospodarsko-o%C5%BEivili-postarano-evropo/56631	smrtkomunizmu	Na mejah (južna meja) nam pomagajo le mitraljezi in popolna košnja teh zabitih muslikov,raus musliki! Za kaj več,pa škoda besed!
rtvslo	2013-12-08 11:56:00	Politika	3.0	false	1.0	8519.0	http://www.rtvslo.si/gospodarstvo/projekt-tes-6-naj-bi-se-podrazil-za-skoraj-130-milijonov-evrov/324501	ecaf-koob	Obisk Bratuške v Francije je očitno obrodil sadove.
finance	2015-10-01 13:18:00	Gospodarstvo	3.0	false	-1.0	10347.0	http://www.finance.si/8836445/Nyberg-Izpla%C4%8Dali-nismo-ni%C4%8D-kar-ne-bi-bilo-v-skladu-z-merili	najobj	... Nyberg: Izplačali nismo nič, kar ne bi bilo v skladu z merili ...  ... khmm, in ki smo jih po potrebi sproti prilagajali, je Nyberg seveda pozabil povedat ...
rtvslo	2014-02-13 12:24:00	Šport	3.0	false	1.0	12267.0	http://www.rtvslo.si/sport/oi-2014/alpsko-smucanje/maze-moj-sportni-cikel-se-koncuje-z-olimpijado/329767	krjavelj	Maze: Moj športni cikel se končuje z olimpijado  Bravo Tina!!! –zelo pošteno. Enkrat smo morali priti do situacije ko hočemo-nočemo postavimo sami sebi vprašanje »kaj bo s slovenskim alpskim smučanjem po Tini«.  Massi je dokazal, da je sposoben ustvariti podjetje, katerega končni produkt je najboljša smučarka na svetu in tu ni dileme. Problem pa je status SZS. V Massijevem projektu Tina Maze je bila SZS samo eden od sponzorjev, ki je popolnoma zanemaril kvalitetno vzgojo čim boljših alpskih smučarjev.  Če je »Massijev« projekt res pravi za Slovenijo potem se je potrebno z njim dogovoriti, da prične iskati novo »tekmovalko«, ki jo bo pripeljal med zvezde. SZS naj mu plača znesek za katerega se bodo dogovorili. Seveda pa mora SZS prenehati zapravljati denar za formalno vzgojo alpincev ki jih ima samo zato, da imajo »smučarski strokovnjaki« svoje jasli !
rtvslo	2015-08-31 12:11:00	Drugo	3.0	false	-1.0	12753.0	https://www.rtvslo.si/gospodarstvo/turistov-za-skoraj-petino-vec/372869	SF0100	"Ja. Me prav zanima kaj bo turistična organizacija Slovenije dejala na to, ker je izsiljevala svojo ponovno samostojnost zaradi ""padca turizma v Sloveniji"" če ne bodo oni samostojni.  STO samo ne mara, da se ji gleda pod prste. Oni so zreli za eno orng revizijo poslovanja. Miljone sem, miljone tja, nedotaknjeni kot kočevski medvedi.  Turizem pa najde svojo pot, četudi oni mislijo, da brez njih ne obstaja. Namesto, da bi v službi države delali oni turističnim ponudnikom računajo.  ko pride novinar pa spet samo lepe besede (kaj vse so kao naredili) in poziv za še večjo vrečo denarja za sfučkat..."
rtvslo	2015-06-10 16:17:00	Gospodarstvo	3.0	false	1.0	9471.0	http://www.rtvslo.si/gospodarstvo/nadzorniki-sdh-ja-sprejeli-osnovno-ponudbo-za-telekom-cinven-brez-komentarja/367208	veza	garmond # 10.06.2015 ob 16:24   Cerar je nasledil to, kar so drugi zakuhali, recimo 5 miljardno luknjo zaradi nacionalnega interesa, prodajo 15. podjetij so izglasovali v DZ leta 2013, nihče ni takrat protestiral, SDH je ustanovil Janša, nekaj je dodala AB, kaj ima Cerar s temi kekci, eno leto in pol so prodajali Telekom, danes ne vedo nič, odgovornost bi prevalili radi na Cerarja, kaj naj torej naredi? Še dober je, da zdrži vse te pritiske, sedaj kot da je on kriv za vse, kar so nam v 25 letih plus 40 let prej naredili, pa kaj vam je?
24ur	2015-07-18 10:40:00	Šport	3.0	false	1.0	8028.0	http://www.24ur.com/sport/nogomet/1_snl/foto-maribor.html?bl=0	Stajerci007	Sej pa te vsi ki spremljamo Maribor smo tega že navajeni.... Ko mamo pred sabo ključne tekme v Evropi doma ne moremo sestavit zmage pa bilo kdo igra na drugi strani... Edino kaj se je včeraj vidlo... pa ne da govorim proti komu!!!! V vseh nogometno razvitih državah odigra prvo tekmo novega prvenstva prvak z neposrednim prenosom na televiziji... Ampak mi pač vemo vedno več od ostalih in za lastnike prenosov prve lige se le ta začne komaj danes zvečer!! Če smo te v LP lahko poslušali izgovore bla bla bla.... pa jih tu ne moremo... več kot očitno je kak in kako je na stvari!!!! Gremo v Astano po remi... Potem pa realno boj za ligo Evropa letos!!! EN KLUB ENA ČAST!! Lep pozdrav
rtvslo	2014-03-21 14:24:00	Šport	3.0	false	1.0	8374.0	http://www.rtvslo.si/sport/zimski-sporti/planica-prvi-freund-tretji-prevc-globus-stochu/332661	SLOBloodPatriot	Ja pa saj bi lahko v naslednji sezonah namesto Sapora ali v Skandinaviji na koledarju bile tekme v Planici na normalni Bloudkovi skakalnici, finale svetovnega pokala pa bi tradicionalno gostila  planiška velikanka. Samo zmeniti se je treba z Walterjem Hoferjem, pa mislim, da bi dal blagoslov, saj bi bile te tekme v Planici veliko bolj obiskane, kot tiste depresivne na Japonskem in Skandinaviji, kjer je samo 240 ljudi.
rtvslo	2014-02-23 18:28:00	Šport	2.0	false	0.0	12078.0	http://www.rtvslo.si/sport/sportni-sos/tina-maze-edina-smucarka-z-dvema-zlatima-medaljama/330393	kapricar	joj, gor sm narobe naslovil komentar. namenjen je bil Remix-u. sori
rtvslo	2015-04-07 12:05:00	Gospodarstvo	3.0	false	0.0	9842.0	http://www.rtvslo.si/gospodarstvo/marca-obcutno-vec-zaposlitev-brezposelnost-se-je-zmanjsala-po-vsej-sloveniji/362283	K_ris	@Nikec3  Saj ti pravim, da za krizo ni tako jasne definicije kot za recesijo. Za recesijo se ve, da jo imaš, če je gospdoarska rast v dveh zaporednih četrtletjih negativna. Pri krizi ni tako jasno določenih mej.
